Id,Score
93151,4
290759,3
553121,3
386063,4
307818,4
262703,2
321715,3
7763,4
240738,2
405563,1
81998,5
123529,4
213373,1
113486,5
354174,5
246013,2
516308,2
453715,4
132595,5
128682,5
512154,1
446428,3
18288,5
73404,1
258048,2
539887,2
333173,3
555353,3
217685,2
319862,4
500684,1
419829,4
322288,1
233219,5
284663,2
264201,2
165810,5
316836,1
418339,3
228732,5
559890,4
291223,4
256034,1
277747,1
462626,4
137791,2
202823,5
43568,1
232831,4
68971,5
91487,4
339684,3
409897,3
259612,4
528262,4
495414,3
46550,1
169060,1
345387,1
158982,1
463929,4
250145,1
474755,4
513352,5
167138,2
424957,5
547471,3
353006,1
229739,4
423774,3
425588,5
224648,1
346821,2
190693,1
290428,3
481442,5
424101,2
474508,1
282970,5
414137,2
128968,2
227683,2
52408,3
390199,1
102164,2
64726,4
308389,3
32277,1
265632,4
352826,1
184388,3
428758,2
195114,2
505263,1
416713,1
515778,1
140626,2
528963,5
437583,3
56552,3
225389,2
488907,4
104773,2
140114,3
90313,5
124992,5
219753,2
455077,1
171295,1
335469,3
91492,3
432588,2
33192,1
34007,1
153996,1
164428,1
261813,4
24283,4
321047,5
560569,3
343895,4
425336,5
457641,3
510779,3
64900,4
509351,5
226395,3
534666,4
20503,3
57220,2
503731,3
494535,1
229521,2
345458,2
334965,4
493117,5
344958,2
268219,1
521573,5
453248,4
165131,1
272118,4
360721,4
261508,3
132958,2
332957,3
540613,3
313782,4
40780,3
279793,1
490832,3
250325,5
439643,1
236441,4
352905,5
460213,5
510108,3
135699,4
519027,1
433381,1
414743,3
300180,2
265133,3
543894,3
15192,3
82935,4
489424,2
25296,5
100759,3
430777,4
545697,2
390574,4
556361,2
137929,4
388024,5
30675,4
301514,1
303083,1
35564,3
95051,2
413599,5
531839,2
364174,4
155286,4
65069,4
465695,5
109268,3
410056,1
503982,4
453313,5
224842,3
418421,3
366759,4
532451,5
400386,1
529964,2
428079,4
531503,4
23799,4
48493,5
147734,1
382671,4
154246,4
37802,4
177320,1
336708,4
406561,5
281710,1
275528,3
264680,3
141637,5
170342,5
280085,5
58009,2
323653,4
120556,2
540137,1
334071,3
527452,4
64984,4
324935,4
163116,1
201459,2
261837,1
279429,3
79089,2
117872,3
343540,3
366110,4
275169,5
520828,2
555205,4
131022,1
263145,4
183254,4
487579,5
306428,3
155806,3
520041,3
161103,4
38552,4
339243,1
510371,4
255617,1
536318,2
88546,3
440306,5
69948,2
264856,1
337492,5
1675,3
510919,4
175226,4
38246,5
217652,5
211115,4
395414,5
119765,2
8184,1
464156,1
271436,4
96785,4
8378,3
91348,5
291700,3
9238,1
349214,4
554267,4
198562,1
301968,2
186653,2
326917,4
486574,3
430278,2
315508,2
475373,4
407422,3
225521,3
439903,4
480769,1
174345,3
184224,5
384997,3
346009,4
125891,4
33533,2
293849,2
240857,1
306466,4
113445,5
485804,3
367519,5
18892,5
158687,1
498091,1
550788,5
433846,5
342307,2
480720,5
156709,3
488373,1
68988,4
290554,5
67066,5
59234,1
130220,3
68977,2
66416,5
429406,2
459451,4
160995,1
190997,1
494455,4
455840,4
332601,1
224759,2
14899,1
8145,5
251054,4
505138,3
82034,4
309592,4
326913,5
533169,2
48878,4
28723,5
66784,4
372354,3
497371,4
221450,4
469636,2
278330,5
74221,1
476557,2
408685,5
415722,2
333928,3
457316,3
458551,4
426997,3
297673,1
332204,3
185641,2
125586,4
473625,5
448461,5
81890,3
18500,3
531091,2
322154,3
366702,3
281452,2
386814,4
478383,3
457555,1
210445,1
10725,2
440510,4
487620,2
369711,4
149548,1
224159,4
197200,3
282446,2
237472,1
186627,4
185668,4
407757,3
281164,3
13371,2
207768,2
142947,4
516391,3
455422,2
357953,5
497275,3
224423,5
146371,2
146561,4
470503,4
171159,5
503268,4
474938,2
83827,1
383160,5
245492,3
397088,5
246654,2
313903,1
27476,4
421009,4
31830,1
432291,1
41779,3
128538,1
479651,2
42770,3
216762,1
376628,5
396284,3
148679,4
255737,1
195390,5
346227,1
128353,3
507666,1
304971,2
376351,2
438822,4
213467,1
168484,2
454138,3
524043,1
323244,5
280023,1
69750,1
271661,4
476187,2
201308,1
407986,2
306083,2
378915,1
11989,5
300029,1
533578,2
354190,3
450864,4
468993,4
100980,5
155669,5
39544,5
469672,3
319845,3
134166,3
536281,5
552829,3
312808,4
102025,4
331162,5
361025,2
461687,2
264522,4
431695,5
314566,4
524627,4
500851,5
467565,1
100369,2
465872,1
152123,2
93589,5
78111,5
138816,3
405975,1
424395,5
120612,3
218925,2
560632,3
267804,3
1923,2
472486,1
305823,3
250278,2
139633,5
272452,4
277326,3
401816,1
262351,2
349131,4
259050,2
513858,1
35998,5
515326,1
441098,1
432029,4
149356,3
506316,1
350095,5
12302,2
357870,2
311693,4
282267,1
270892,5
237833,1
153958,5
231772,2
196506,1
55390,4
475996,2
389146,2
31437,3
499673,1
147913,1
541097,2
419909,5
386769,3
9109,5
262417,5
105704,5
250821,4
193783,1
214985,4
21825,5
189138,4
315916,4
23082,3
287750,3
484497,4
381933,3
405080,5
332776,2
111797,5
227360,3
166124,4
54736,3
19078,1
304421,1
85245,5
525597,3
456564,2
366209,1
364891,4
383679,3
70638,4
431104,2
29931,4
193019,5
87344,4
440695,4
239337,5
379509,5
201426,2
389286,5
251782,3
164975,5
292832,5
414704,2
48392,4
37143,5
270070,2
157524,5
500409,1
84712,2
172714,5
227421,3
423299,4
57633,4
152854,3
454723,4
556648,1
305708,5
244376,3
419407,1
404652,1
393873,3
304176,2
355545,2
349731,4
380248,3
408471,4
487511,5
516182,4
136737,4
254642,2
161247,5
90884,5
164907,1
556641,5
434941,2
502092,5
39377,3
321816,5
424006,5
171814,1
503295,2
24488,3
211405,3
124072,1
153333,5
158403,4
139990,1
166470,3
384547,1
249638,4
259989,4
2628,2
424890,5
429479,5
175444,3
336012,1
107128,2
352204,1
500621,5
396875,4
540342,5
130057,3
200597,2
60419,3
59535,2
312499,3
366218,4
66996,2
497650,4
296502,2
447693,4
332516,2
177312,2
29546,2
417790,2
304492,1
523028,5
463124,4
93819,3
301608,1
252174,1
456716,2
162113,2
354925,2
50313,1
434906,3
134745,5
355751,2
120639,3
35318,4
172255,5
504669,3
189126,2
237124,4
202681,3
209660,4
164609,1
98269,2
354651,2
146906,3
173159,1
451191,4
43803,4
91505,3
289761,5
82716,5
186157,4
527529,3
246307,5
93595,2
38762,4
277000,3
233751,2
102452,1
406781,2
209065,4
404271,1
201604,5
242868,1
176972,2
448976,1
51073,3
344237,4
500832,4
376541,1
33184,3
442251,4
194311,5
205510,1
130130,5
342395,1
359870,2
471488,1
54638,3
160250,3
126787,4
126070,5
228688,3
284263,3
415003,3
260383,2
288884,5
262002,4
251845,5
88727,5
184013,2
495724,4
499290,4
121059,5
437266,2
74502,3
254414,2
298174,3
92282,3
8423,5
61989,3
270492,2
514835,2
206177,2
263968,1
546963,2
538568,2
245569,2
556121,2
151278,2
64969,5
475964,3
239712,5
96547,4
108713,5
58329,4
446803,5
359101,4
301388,3
290947,4
371655,2
478268,4
219847,2
433472,4
498647,2
292171,2
150244,4
1061,4
239765,1
377166,3
299279,2
506292,2
341753,4
293624,5
123218,5
391221,1
307868,3
220341,2
234319,5
224659,5
206329,4
535551,2
237228,1
513254,5
455390,5
325119,5
145280,5
178046,1
542806,2
403875,5
278139,4
72252,1
449303,3
203887,2
191025,2
159424,2
375534,4
538365,3
435418,2
249571,5
472133,1
256806,1
357715,1
501178,2
357910,3
254832,5
145624,3
31994,1
445891,5
50528,5
186531,1
104031,1
48585,4
116230,2
544372,5
206320,3
486061,5
175367,4
80020,5
463897,1
19577,3
375947,1
279232,2
34561,3
61004,5
64925,3
27936,1
207689,4
553110,2
96508,3
175262,4
375489,4
494986,2
204886,2
188524,4
286485,5
368761,2
10176,5
250911,4
234614,1
349710,4
463140,1
424118,2
489525,4
489387,2
233382,5
297875,3
14316,2
100299,4
542751,5
91118,1
430311,5
352068,1
256694,5
390495,1
167829,1
465355,1
136254,3
190478,2
550676,3
537321,1
59102,4
357525,2
235391,2
552290,2
157213,4
480583,2
414976,2
505799,4
403153,1
552595,1
273073,3
546135,3
214186,4
294983,3
165601,1
260637,2
119925,2
384509,1
18204,1
386061,5
503412,2
243304,2
372418,2
75666,4
550687,5
395420,5
445861,1
338070,3
63211,2
490422,3
500603,3
86696,2
255477,5
529902,1
378993,1
429877,3
345302,5
243889,2
383410,5
374298,5
441821,1
388213,4
327136,1
192546,3
450083,2
292318,1
410362,2
143569,4
40252,1
255939,5
437138,1
425114,3
3949,4
74135,3
534553,1
303684,3
501709,3
534804,4
274306,1
49612,1
326067,4
205647,3
460428,2
522955,2
130548,3
131429,5
328812,4
19318,5
404074,3
243844,3
97762,5
449780,4
82836,2
379504,5
343091,2
275580,2
13242,2
487075,5
90200,5
362504,1
23558,4
346932,3
385501,4
179601,2
524933,4
336507,1
163487,3
74742,2
121326,4
559462,1
387885,1
501106,2
2926,3
71039,5
478722,4
361978,3
275396,3
426777,1
271838,3
359813,2
529138,2
374837,5
367298,2
553965,4
21488,5
463683,1
190803,3
419844,3
365931,4
132680,4
460451,5
222140,5
289637,3
238625,4
70484,1
235591,3
394988,4
141080,3
452867,3
177879,2
265466,1
319820,3
416960,1
437119,4
558119,2
478109,4
317285,2
402141,5
329665,3
395971,4
90382,4
287042,4
324660,4
289925,2
468386,4
323557,1
392379,4
295174,4
323439,4
165478,5
422109,3
517734,1
398562,2
219071,5
550368,2
98122,1
134768,3
4427,2
559843,3
118465,3
142652,3
84066,4
304649,2
437198,4
81365,4
102740,4
84733,4
335758,2
497535,1
454667,5
316481,3
126523,3
142830,2
512302,5
292923,2
396234,5
216053,3
23970,2
383716,3
351295,5
356540,2
420852,4
74210,4
457444,3
551664,2
257012,1
252536,3
383370,1
299751,2
18115,2
256445,3
23026,2
502542,2
552516,1
544897,3
524388,2
495421,1
98628,3
450953,3
233558,3
542622,1
312938,4
332305,2
257731,2
416267,5
483720,5
227664,5
215353,4
225430,3
48252,2
481717,4
143104,3
85274,3
471832,2
309060,3
478687,5
215164,3
4643,5
44117,3
119424,1
57950,3
503054,2
378836,2
340576,4
311963,3
99895,3
196361,5
61540,3
48041,2
193632,2
526919,1
338038,5
495005,2
337591,5
402158,3
399357,1
167781,1
356328,1
271130,5
509398,3
363222,3
76626,2
298369,5
45798,3
15932,1
110321,5
63521,5
521016,4
227144,1
156468,1
416695,2
540366,3
223104,1
394377,2
305552,3
251366,1
5059,1
386486,4
226422,4
309416,3
494996,1
328366,1
465028,5
265020,5
361074,5
39835,5
240809,1
49717,5
309640,3
531030,3
100413,4
207125,3
483125,4
45717,5
187257,2
547824,3
269702,3
422382,4
161223,5
349751,3
100792,4
357610,4
131643,5
88701,3
48641,2
165249,2
188115,2
483046,5
111113,4
494232,5
544002,4
443033,3
451825,2
153524,5
463178,4
87632,4
50968,4
254877,4
325795,1
359625,1
8986,1
526108,5
431227,5
5773,1
53719,1
473399,5
284231,1
489983,2
276339,5
84985,3
150396,3
114675,1
458643,1
368173,1
440900,1
553884,4
542841,3
375189,1
75136,4
74519,5
201672,4
422886,4
480792,2
221288,4
385161,1
385751,1
544592,3
493379,5
12524,5
387090,3
236608,3
219885,4
229957,3
81516,3
328708,2
119289,1
42545,2
381469,1
553876,1
431983,2
167555,1
392022,5
60645,3
354456,2
442170,5
202778,5
426716,2
478453,5
38437,2
288061,4
390383,3
178009,3
306196,5
170003,5
143341,5
506286,2
294174,2
299641,4
361911,1
134651,3
518906,4
316754,1
278082,4
535104,4
347623,1
171985,1
360603,5
492001,4
106823,4
559823,3
399387,4
472469,2
553754,1
247775,5
319154,1
386863,4
545100,1
35760,1
267740,1
254372,3
552221,4
108880,2
287662,2
65571,4
465040,5
251125,2
188330,3
366108,3
287971,2
447893,2
215892,1
369072,1
464944,5
366035,3
11163,5
308801,2
87208,4
159825,1
4747,5
135546,4
502843,4
525710,1
340440,4
119220,3
512207,3
104055,4
49331,1
259821,2
505143,2
525563,2
215613,3
33311,4
328845,3
275259,3
520063,1
240272,2
339296,1
460892,1
307128,2
55286,3
60922,2
150291,5
557401,1
156449,1
357326,1
202605,2
181807,2
505989,5
492769,4
72900,2
504734,2
163076,4
316270,1
536226,1
509276,5
175313,3
11492,1
449370,4
466534,5
204082,4
122055,2
19168,5
385197,5
464826,1
377390,1
48733,3
487563,3
147805,2
470461,1
491289,2
548082,2
210302,3
131321,3
128841,1
317705,1
147788,4
76865,4
487171,2
190887,3
370733,2
495580,3
116991,1
523264,2
508351,5
79217,2
142864,2
50684,4
534493,1
194006,5
370124,1
331300,2
146406,4
300854,5
403946,2
458358,4
246221,1
199967,3
277676,3
388746,5
304085,1
119134,2
308922,2
318612,5
345456,1
160131,4
259907,4
281165,5
307115,4
47754,1
174138,1
196482,1
331374,5
227643,4
531405,3
326333,1
129053,2
468436,5
307098,1
152887,2
380439,2
370007,5
502473,1
178092,5
506119,2
486046,5
498801,3
147625,4
272205,2
539006,5
539696,5
440833,4
61646,4
342291,2
229325,2
128419,1
338683,2
418471,5
333353,1
137244,1
55025,4
328896,5
359170,2
405903,4
419938,3
227917,3
530675,5
386582,4
438900,5
252251,2
78422,1
424963,4
304816,1
40069,2
352578,5
363860,2
43833,4
493266,5
251582,2
493242,2
132905,5
409779,2
243977,4
318113,5
217343,2
495807,1
502464,1
443618,3
302679,5
349368,1
479266,5
251991,3
474370,3
356904,3
176940,1
3263,2
49070,2
115103,5
26645,2
530002,5
395536,3
162755,3
304745,2
338654,3
166450,1
268514,2
18762,1
382217,2
161026,5
500546,5
284444,2
451577,4
500667,5
146255,1
398183,5
24430,5
20743,2
451239,1
91341,3
122693,4
246948,1
421935,5
452577,1
388238,2
333446,1
179635,3
91588,4
2924,3
273594,2
348259,1
114630,5
346003,5
553251,4
429606,1
257726,2
263833,2
205666,5
331050,4
56345,5
42906,1
335704,4
523160,1
74201,1
467431,5
425691,1
228132,1
250955,4
340578,4
243971,1
325937,1
130033,1
118687,4
192727,2
371972,1
318107,5
490602,4
241740,4
173855,1
383310,1
201392,4
302976,2
206843,3
555393,5
508128,2
549624,5
231782,5
68434,2
10469,2
347896,1
98125,5
125566,5
375359,1
297990,4
237879,4
466629,3
367859,3
232929,4
300351,2
250024,5
3971,5
520128,3
498658,2
546660,2
108393,3
278890,3
461549,2
411878,4
173887,2
118306,2
133583,4
293473,1
76099,2
98922,4
330525,5
515508,4
382928,5
437141,3
554169,5
179191,3
528088,5
500855,5
217069,5
208893,1
433161,2
261943,4
109720,2
496041,5
551115,4
516431,5
182198,3
120664,3
241686,1
158842,4
102889,1
122292,5
458729,1
419411,5
276344,3
32610,1
275167,5
186295,1
425446,2
304886,3
2081,1
172421,2
419715,5
547937,3
298825,1
692,5
62089,3
209516,4
193277,5
334534,1
28786,5
174127,4
284553,5
86708,4
499627,4
349540,4
81943,2
68778,5
153421,2
200112,4
162628,5
128118,2
400321,2
100747,5
490789,1
498743,5
268661,2
294968,1
478083,4
325829,1
3675,4
450389,2
144414,1
160219,2
8166,4
331223,1
321053,5
555330,3
3313,3
429887,4
309624,2
480215,1
43523,2
339629,4
251835,2
91494,2
336757,1
7103,3
424603,3
242887,1
475213,3
314808,4
54095,4
478856,3
197355,2
54592,5
134658,3
429076,1
385150,4
69587,3
431777,5
53999,4
71962,5
157842,5
496920,5
475763,3
350954,4
295526,3
350398,2
314682,4
253241,5
528569,4
391625,4
275284,1
237579,5
51368,1
327521,3
2923,2
237955,5
105724,2
298097,3
474537,2
125107,2
429565,1
432107,4
171467,3
355335,3
361640,4
106546,2
1722,3
289917,1
100879,4
338091,1
383832,1
237493,1
289634,2
368462,3
448535,3
493748,1
44847,3
93428,4
359762,5
529940,1
151569,2
375140,2
498369,1
547651,2
551673,2
483607,1
542858,3
123172,4
262959,1
329409,1
85310,4
542542,2
161336,1
139663,1
128337,2
389828,5
276100,3
545628,1
99656,3
1088,1
380049,4
81162,1
388922,5
163703,2
40072,2
360746,4
165465,2
255077,3
530463,3
17022,4
548096,2
484747,1
24601,4
163880,4
22786,3
373196,5
212761,1
538901,5
419152,5
319098,1
82861,4
119308,4
69132,1
171436,2
544802,5
387830,1
208127,1
85204,5
162836,2
98312,5
536043,2
486285,1
80140,1
68249,2
455417,4
33775,2
455623,4
52094,5
340558,4
392055,5
305099,1
560217,3
268612,5
80564,1
228137,4
8395,4
116876,5
129187,4
118121,4
53611,1
276760,2
17678,2
192856,5
216377,5
142993,4
444960,4
399963,2
548435,4
96917,4
178113,3
39180,5
387837,5
346533,5
301541,5
460953,1
222919,5
506431,1
245734,2
225997,2
64536,1
418204,3
502685,2
508282,1
396700,1
301443,1
123538,1
490620,2
133064,2
452254,1
27534,5
496539,4
53050,1
504688,3
1604,2
436044,3
391090,2
13264,1
96537,5
460085,3
483006,1
210612,2
300888,4
111989,5
377272,4
525358,4
55079,4
100039,3
337980,3
238474,5
281388,3
397644,4
56090,4
22076,1
461088,5
553659,1
210398,5
401972,3
205994,3
390414,2
51151,5
490490,5
181720,2
46852,3
58097,4
36208,4
60657,4
469992,1
311964,1
113507,3
110441,5
20087,1
385471,5
102836,3
482190,3
512264,4
306726,2
124627,3
546474,4
343450,2
294490,2
188360,4
215381,2
501370,5
467932,2
147940,4
492323,2
49940,2
297726,5
315224,3
338467,3
55359,2
483574,4
219548,3
39004,1
43103,2
217494,2
152707,5
180530,1
372024,3
94655,3
123932,4
24261,3
431598,2
42259,4
385773,5
23943,3
325035,3
343431,5
409312,2
505474,3
395057,3
414153,1
153507,3
160897,3
444378,1
49380,2
263150,1
234492,2
156151,5
455287,4
335140,4
51416,4
445879,2
546665,4
152416,2
245061,3
328402,4
540268,4
483095,3
288389,4
470621,5
478796,3
506542,4
153626,3
260253,4
306425,4
500057,2
390072,2
103241,2
235737,5
443520,1
146,4
514646,1
137971,1
164826,5
369961,2
387974,2
528057,4
287261,5
497446,2
280421,1
466413,3
6360,3
382157,4
265463,4
489376,4
161538,1
19332,2
113513,3
145138,1
159809,1
425138,4
215180,4
25639,2
132254,2
382255,1
241313,2
25641,1
228661,3
388099,2
151016,3
168352,1
439222,5
490081,3
38461,4
414638,5
252138,2
81347,5
485314,3
478553,1
240591,4
23565,4
444431,4
66847,4
59679,1
60909,3
50537,3
16318,5
233385,4
399561,1
45652,2
439836,2
379660,4
300065,1
555722,4
204757,1
397555,1
41942,4
491496,1
58384,3
557625,5
234737,5
211781,1
143087,4
223118,1
505608,5
457645,5
188711,3
156880,3
136915,3
493059,5
181122,1
482800,3
378542,1
416464,3
401450,2
183558,3
138806,5
33366,3
340424,1
267120,3
332974,3
367741,3
241417,3
347259,5
15725,3
71358,5
335199,1
517182,5
329027,1
543938,2
185062,5
215233,1
131525,5
217768,5
449046,1
434542,2
101363,2
144931,3
229990,3
260828,4
29214,1
492720,4
141056,3
460449,3
457277,4
394400,2
274542,5
428114,1
417377,3
242216,4
282884,4
341177,4
429120,2
210288,4
178508,3
36457,3
545690,4
233235,5
384988,5
257708,2
449213,4
453081,2
548786,4
426056,5
53522,3
486394,3
334998,3
118954,5
181710,4
405859,2
174792,1
16895,3
7421,1
533824,4
405098,5
133609,4
405236,4
274733,2
445319,2
198049,1
210692,3
292791,5
163525,3
4673,4
226336,1
14951,4
31516,4
418891,5
341019,4
491596,3
3026,3
424760,5
544421,3
196860,4
224684,2
321364,5
52001,2
393666,1
37809,2
101964,1
425840,5
466801,3
127980,2
137842,2
399121,3
19993,2
323759,1
243602,3
207825,1
407956,4
389320,4
208089,5
525231,5
210414,2
105906,4
209753,2
364375,5
304453,2
298431,4
161015,2
428788,5
42365,5
250530,5
70654,1
292152,5
330073,4
109594,5
39016,1
146579,3
117959,1
446029,5
369206,1
122870,1
205772,4
145022,4
467649,1
126915,2
255943,1
94183,3
137197,5
131231,2
288149,1
44517,5
486641,1
166568,4
327249,5
464043,2
62208,1
167662,4
482982,1
288654,1
55298,4
50572,1
448893,5
470591,5
448205,2
121980,3
504413,1
273854,2
324692,1
136852,1
453263,5
66679,3
39258,3
181332,2
324334,1
164361,3
407724,5
501673,2
290815,2
224474,1
327843,5
241597,1
139044,5
123743,1
330565,1
165611,1
174614,5
89349,4
156197,4
474214,4
474675,3
289142,2
442865,1
104559,1
481496,1
147054,5
494992,3
292537,4
451451,2
466484,1
513604,2
41881,4
4898,1
410828,2
143632,4
376147,1
234928,2
338316,4
233028,3
432277,2
153013,2
200234,1
553895,1
101218,3
280904,1
323353,5
474913,4
181265,1
444254,2
401545,1
480883,1
194457,3
316432,5
129474,4
486027,5
425343,5
492420,4
130336,5
510237,4
375353,4
189539,3
512904,2
189139,1
155076,4
526851,1
157436,5
559933,5
515999,5
147157,2
492950,5
486431,2
190565,2
542343,4
82865,2
424296,5
491834,1
136513,4
463259,1
497502,5
202858,1
10070,4
340313,4
334133,4
532043,2
57891,4
292666,4
117425,5
161262,4
479952,3
13017,4
252821,5
315072,3
530066,3
25927,2
13906,3
57010,1
440749,5
7543,1
456657,1
182628,2
158981,4
483191,2
459951,3
39492,1
107601,5
22851,5
420163,2
183671,4
78444,1
436700,5
247691,1
273132,1
438316,2
236587,1
119131,5
288173,2
38597,1
292936,2
181106,4
298531,3
383082,1
539182,2
233569,5
555470,1
347794,3
459172,5
275076,3
476779,1
37317,4
37393,4
311078,2
384539,5
265205,4
552848,3
453844,3
297225,4
234750,4
141338,2
47669,3
359470,3
60342,1
258063,3
352241,3
417688,2
410905,1
552805,1
392792,1
108042,5
481085,4
53786,2
397572,1
517753,4
65168,2
75941,1
193257,2
471263,2
173409,5
140043,1
555990,5
33970,3
537946,5
71469,2
160291,4
176853,1
299789,5
62682,4
273570,3
141857,4
356996,2
238428,4
445919,5
421509,1
287742,4
53106,2
350236,1
55163,5
523532,3
134584,2
387610,4
276924,5
414969,4
313609,1
439638,1
28687,2
396383,3
536830,3
9208,3
120396,2
308867,4
436725,5
91722,4
13909,2
497399,5
353566,5
449611,3
199567,5
33716,5
280944,4
244276,4
511968,1
230787,2
346838,5
480840,1
167331,5
546128,5
513595,3
350132,5
130975,5
62450,1
25623,1
210480,2
15437,5
260527,1
343018,2
110101,5
168273,2
182347,3
155027,5
92372,5
11363,3
53991,2
73602,4
83968,3
207468,3
456310,2
106269,2
443756,2
149016,2
224745,4
427602,5
245363,1
89111,4
519114,2
238633,1
485816,3
265519,1
525083,1
310367,5
338672,1
330809,2
315242,3
3148,4
97482,5
124380,3
435015,2
413604,3
94525,3
558951,1
95214,1
494782,4
130713,1
293694,2
269038,3
246547,3
421976,2
248203,1
181066,5
512897,2
389445,3
97248,1
518250,3
66883,3
199146,2
24858,2
226596,1
149367,4
217667,3
10742,2
418067,1
32209,1
503829,5
148172,2
388393,5
329340,5
433006,3
325084,5
152961,4
42272,3
95256,1
338802,3
30377,4
483088,1
422694,5
382665,2
257210,5
538283,3
61103,4
54597,2
105415,3
422891,3
38297,1
431087,1
531885,2
359621,4
359968,1
163283,2
373112,2
305987,3
389740,5
258600,4
221967,2
331350,2
10414,2
260912,5
273603,2
250083,2
469650,2
476263,4
193245,5
40605,2
263653,4
165985,4
313854,2
361585,1
58522,1
531419,2
153217,1
344616,1
359703,5
65260,2
318956,5
114945,2
343046,3
321439,2
466321,4
226995,2
378697,2
87717,1
39166,1
71263,5
30724,4
222983,4
405621,2
348091,5
509087,3
549055,1
326220,3
171857,3
533670,1
450424,1
236665,3
150266,5
18425,2
324430,4
150055,1
389055,5
327995,1
131209,4
281485,1
357142,2
235133,5
249237,2
266492,3
306054,5
205375,2
410918,2
165909,3
455757,4
3497,4
527416,3
246557,2
194930,2
288885,5
98176,3
490872,2
312617,1
480298,4
198666,1
416723,2
400709,3
379843,3
265178,1
86398,1
32069,2
179656,1
344458,2
538586,2
410723,2
101579,3
6350,4
176422,2
57824,4
461109,4
307953,4
455129,1
414474,4
203162,2
187310,1
425034,5
258518,3
487784,2
215166,4
219785,1
367180,4
283836,3
35501,1
174095,2
539497,4
414940,5
468749,2
39990,2
468550,2
354471,5
521506,1
16061,4
286813,4
88239,2
143763,3
148941,5
34797,4
96966,5
505574,1
236522,4
558353,1
166715,2
406981,3
30223,3
353930,4
554015,1
115831,1
512769,5
39654,1
417965,5
49754,2
120638,4
352561,2
210224,2
44562,5
515351,4
109542,5
370564,3
212326,4
351156,2
10914,2
198960,4
24346,4
403678,1
142199,4
64457,3
463000,4
525660,3
165522,3
283390,1
479147,4
37509,4
94184,1
503592,4
192483,5
383736,3
230116,2
48858,3
181888,3
542414,4
254292,3
200687,2
545315,4
166621,2
113015,4
26431,5
322008,1
22910,3
557252,1
452600,2
466418,1
497991,3
234372,4
338390,2
545288,1
520755,3
406037,2
46371,3
47689,1
491717,4
154682,3
549775,2
312317,2
506140,2
276419,3
61132,1
188333,4
109856,1
384359,1
157648,4
271908,5
10981,5
21529,2
130736,5
125057,1
67511,3
348848,2
293236,4
550815,3
50828,3
172374,5
302318,3
133970,3
205213,3
164886,2
237682,4
217979,1
412662,2
350182,3
6297,4
179338,2
283235,1
12109,4
534586,3
299394,2
374489,4
449522,4
157999,5
382765,3
380995,4
97508,1
53970,1
240390,3
92348,3
497812,5
470398,4
315296,5
552605,5
195991,4
80707,1
163422,2
139249,4
11597,1
430932,4
150538,5
313937,4
55511,3
356719,1
401788,5
338310,2
23809,2
478738,5
113900,1
409297,4
59829,1
128357,5
37379,5
265937,5
150018,4
157866,4
236014,2
298464,4
213,2
365942,2
44919,4
54834,2
418320,2
79743,5
144304,4
287527,4
233205,2
79475,1
503503,3
279467,1
162187,5
532001,4
108996,2
422290,5
33035,1
429623,2
154662,3
242351,2
416130,2
190115,5
15879,1
198627,5
488151,5
74482,4
522446,5
529241,5
343002,5
154276,3
456465,4
401086,1
68941,5
77547,4
344190,5
467165,2
290315,2
120395,4
394034,1
80725,1
149406,1
546837,5
251969,5
32622,2
397931,5
238847,1
272590,4
52527,2
480978,3
436113,2
444279,2
54724,1
528285,3
459327,4
389829,4
42061,2
279544,3
298384,1
519314,4
340804,2
119955,4
96243,1
17038,2
464870,5
398347,1
430695,3
394323,1
471059,5
522094,3
449336,3
172701,2
466271,3
53423,4
438419,3
329566,1
525726,1
546720,1
269367,4
223434,5
193740,5
503937,4
165117,5
207890,5
414674,5
259099,5
550453,4
115223,3
23145,3
218891,5
213228,1
411152,3
36013,4
418603,3
425898,4
161149,5
515397,1
378033,2
141096,3
218586,1
546081,5
360768,1
430678,1
490352,3
505360,1
412428,3
335825,2
193284,1
473258,5
40207,1
382459,4
357909,1
35600,3
52938,2
311835,3
529291,3
276209,5
17091,2
208921,4
259348,1
299986,4
289773,2
457233,5
498172,5
29132,1
206770,1
326957,3
148903,4
502251,2
199280,2
197691,3
319150,5
552637,4
550488,5
230846,5
384818,5
88099,1
4683,5
393120,5
449379,5
59065,1
293187,5
319217,5
318200,5
307106,4
138641,1
237283,5
389676,5
166298,4
89708,4
459216,1
179702,1
52179,2
252410,3
419921,2
378088,5
370132,1
395296,4
58547,2
377650,5
403377,3
77889,2
256587,4
297333,1
113485,1
34847,4
511769,5
433803,5
436051,4
525960,1
370075,3
449182,5
157216,1
190361,1
96024,5
496262,2
273882,1
336499,4
144709,3
318115,2
311581,2
264434,1
494262,5
204363,3
426082,1
545658,5
218178,2
78011,5
451243,5
515401,1
489160,3
281955,4
486943,1
520061,2
18477,3
451628,1
97204,3
167802,4
336246,2
441270,5
194555,5
52597,5
215553,1
265272,2
458648,3
169254,4
549127,2
375859,3
5227,4
431239,5
553049,2
137397,1
113920,2
46738,3
450778,4
111544,2
273769,2
101034,5
226208,5
441193,2
304621,1
264125,5
412181,1
402258,5
503792,4
212541,2
363990,2
319626,4
111268,2
37696,2
194972,2
22314,3
380952,2
244003,5
459676,5
198387,5
144458,4
519801,2
